Opponent A,Opponent B,Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision1B,Decision2,Decision2B,Decision3,Decision3B
Court McGee,Josh Neer,145,74,0,0,0,0:46,47,131,64,0,0,0,0:18,46,58,28,0,2,0,3:44,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43,15,0,0,0,0:00,11,87,38,0,0,0,0:04,29,22,10,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Brendan Schaub,Lavar Johnson,6,4,0,2,1,4:03,3,12,7,0,1,0,3:37,6,13,7,0,2,0,4:22,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,16,0,1,0,0:27,12,19,13,0,0,0,0:28,0,11,7,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Dennis Bermudez,Matt Grice,66,41,0,0,1,1:43,31,45,13,0,0,1,1:13,5,98,66,1,0,0,2:28,53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,58,35,1,0,0,0:50,18,48,24,0,1,0,1:04,16,56,23,0,0,0,0:21,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Sam Stout,Caros Fodor,31,15,0,1,0,3:29,10,58,19,0,0,0,1:30,5,31,12,0,0,0,1:40,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,12,0,1,0,0:28,4,39,19,0,1,0,0:16,11,31,16,0,1,0,1:23,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,29,28
Jon Manley,Neil Magny,27,5,0,0,0,2:26,2,16,5,0,1,0,2:02,4,42,7,0,0,0,0:59,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,19,0,0,0,0:49,10,39,24,0,2,0,2:13,14,54,22,0,2,0,2:06,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
Nah-Shon Burrell,Yuri Villefort,58,31,0,0,0,0:33,25,95,45,0,0,0,0:11,35,63,45,0,0,1,1:35,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,13,0,1,1,1:16,6,59,28,0,0,0,0:00,12,22,7,0,2,0,1:35,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,29,28
Cub Swanson,Dustin Poirier,49,22,0,0,0,0:00,14,39,17,0,0,0,0:00,11,38,19,0,2,0,3:01,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,18,0,1,0,1:39,3,55,23,0,1,0,1:47,15,39,17,0,0,0,0:36,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,30,27
Gunnar Nelson,Jorge Santiago,16,9,0,1,0,0:55,5,32,19,0,1,0,4:00,18,32,14,0,0,0,0:43,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,15,0,0,0,0:00,5,10,5,0,0,0,0:00,0,69,23,0,0,0,0:12,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
James Te Huna,Ryan Jimmo,10,7,0,0,0,0:46,4,31,17,0,1,0,3:33,16,38,25,0,1,0,2:19,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,25,1,0,0,3:59,23,8,6,0,0,0,0:41,2,5,3,0,0,0,1:41,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,27,29,28,29,28
Terry Etim,Renee Forte,29,5,0,0,0,0:02,1,22,5,0,0,0,0:00,3,11,3,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,9,0,1,0,2:30,4,53,26,1,0,0,4:00,24,30,12,0,1,0,4:15,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
Paul Sass,Danny Castillo,2,0,0,0,4,0:00,0,7,1,0,0,1,0:00,0,14,3,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,11,0,1,0,4:29,11,29,18,0,2,0,4:16,16,15,9,0,1,0,3:30,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
Andy Ogle,Josh Grispi,7,3,0,0,0,4:28,2,12,2,0,0,0,4:15,1,23,14,0,2,0,4:28,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,1,0,1,1,0:09,0,8,4,0,0,0,0:10,0,7,2,0,0,1,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Vaughan Lee,Motonobu Tezuka,11,5,0,0,0,0:00,1,14,6,0,0,0,1:11,2,23,9,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,2,0,0,0,2:54,0,9,1,0,1,1,1:58,1,16,1,0,0,0,2:59,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Phil Harris,Ulysses Gomez,40,7,0,1,0,0:08,0,54,16,0,0,0,0:00,9,56,10,0,0,0,0:01,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,14,0,0,0,0:05,1,52,12,0,0,0,0:00,3,53,9,0,0,0,0:03,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,29,28
Jose Aldo,Frankie Edgar,42,21,0,0,0,0:00,18,55,19,0,0,0,0:04,15,51,15,0,0,0,0:01,14,49,7,0,0,0,0:00,4,56,14,0,0,0,0:00,14,34,5,0,0,0,0:00,2,51,7,0,1,0,0:10,3,59,19,0,0,0,0:00,8,55,11,0,1,0,0:45,3,73,18,0,0,0,0:02,8,49,46,48,47,49,46
Jon Fitch,Demian Maia,0,0,0,0,0,0:00,0,11,4,0,0,0,0:00,2,5,2,0,0,1,0:33,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,9,0,3,1,4:55,4,6,3,0,2,2,4:10,3,1,0,0,2,0,3:46,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Joseph Benavidez,Ian McCall,62,20,0,0,0,0:00,11,44,14,0,0,0,0:20,8,78,23,0,0,0,0:06,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,14,0,0,0,0:08,6,44,19,0,0,0,1:08,8,33,7,0,1,0,0:13,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Gleison Tibau,Evan Dunham,40,13,0,1,1,1:26,11,57,9,0,0,0,0:00,7,72,15,0,1,0,0:24,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,18,0,0,0,0:26,15,71,28,0,0,0,0:33,22,117,45,0,0,0,0:33,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Yves Edwards,Isaac Vallie-Flagg,48,24,0,0,0,0:08,11,20,11,0,1,0,2:43,6,47,23,0,0,0,0:00,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77,29,0,0,0,0:22,16,31,6,0,0,0,0:38,4,114,41,0,0,0,1:14,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Demetrious Johnson,John Dodson,37,11,0,1,0,0:37,5,52,15,0,1,0,0:34,6,44,21,0,1,0,1:22,9,49,30,0,1,0,2:14,19,65,50,0,1,0,0:58,31,32,9,0,0,0,0:19,4,39,15,1,0,0,0:01,7,36,14,0,0,0,0:00,7,37,10,0,0,0,0:10,5,12,9,0,1,0,2:04,2,48,47,49,46,48,47
Clay Guida,Hatsu Hioki,63,16,0,1,0,1:09,7,28,6,0,1,0,3:58,4,21,4,0,1,0,3:26,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56,26,0,0,0,0:10,18,19,10,0,0,1,0:00,8,24,5,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,28,29
Mike Stumpf,Pascal Krauss,48,22,0,1,0,1:08,6,50,22,0,1,0,1:10,12,44,19,0,0,0,0:12,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,102,46,0,0,1,0:24,28,98,58,0,1,0,1:49,39,109,59,0,0,0,1:32,48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Simeon Thoresen,David Mitchell,79,34,0,0,0,0:03,28,6,0,0,1,0,1:38,0,30,15,0,0,0,1:56,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91,30,0,0,0,0:04,28,35,14,0,0,0,2:35,10,33,16,0,1,2,1:23,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Daniel Sarafian,CB Dollaway,44,18,1,0,0,0:12,12,42,16,0,0,0,0:26,10,12,4,0,0,0,1:19,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,13,0,0,0,0:04,7,79,41,0,0,0,0:16,34,27,8,0,2,0,2:06,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,28,29
Godofredo Pepey,Milton Vieira,27,14,0,0,0,0:21,7,11,8,0,0,0,3:14,7,38,14,0,0,0,0:37,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,4,0,2,0,2:48,2,1,1,0,1,0,1:27,0,22,12,0,2,0,1:46,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Ronny Markes,Andrew Craig,3,1,0,1,1,4:04,1,5,3,0,1,1,3:19,2,1,1,0,0,0,1:26,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,3,0,0,0,0:08,3,8,2,0,0,0,0:00,1,16,15,0,0,0,2:51,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Diego Nunes,Nik Lentz,4,1,0,0,0,0:00,0,7,6,0,0,0,0:00,3,21,11,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,25,0,5,0,4:25,17,25,19,0,1,0,4:15,10,21,12,0,4,0,3:33,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,30,27,30,26,30
Junior Dos Santos,Cain Velasquez,43,17,0,0,0,0:00,12,8,2,0,0,0,0:28,1,30,13,0,0,0,0:10,6,34,12,0,0,0,0:20,6,22,13,0,0,0,0:05,7,88,42,1,3,0,1:44,35,38,24,0,4,0,3:50,18,44,22,0,1,0,2:41,13,28,10,0,2,0,2:24,6,26,13,0,1,0,3:16,10,45,50,43,50,44,50
Jim Miller,Joe Lauzon,103,46,0,0,1,0:20,32,19,8,0,1,1,2:31,5,82,37,0,0,0,0:20,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,16,0,0,0,0:06,14,11,3,0,0,1,1:52,1,52,16,0,0,2,0:09,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Melvin Guillard,Jamie Varner,38,19,0,0,0,0:00,6,48,26,0,0,0,0:04,18,26,12,0,0,1,0:55,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,18,0,1,1,0:12,11,39,11,0,2,0,1:14,9,11,3,0,4,0,2:29,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,27,30,27,30
Michael Johnson,Myles Jury,18,2,0,0,0,0:00,1,16,3,0,0,0,0:00,1,7,1,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,26,0,1,1,3:16,24,41,12,0,1,0,2:39,9,27,18,0,1,0,4:35,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Leonard Garcia,Max Holloway,104,25,0,0,0,0:00,13,104,25,0,1,0,0:41,20,151,39,0,1,0,0:57,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78,32,1,0,0,0:00,13,90,37,0,0,0,0:00,24,101,51,0,0,0,0:08,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,29,28
Benson Henderson,Nate Diaz,32,27,0,1,0,2:38,12,47,28,0,1,0,2:38,13,39,21,1,2,0,3:34,13,34,24,0,3,0,4:04,12,46,24,0,1,0,4:06,13,28,15,0,0,0,0:39,2,24,6,0,0,0,0:02,2,13,2,0,0,2,0:02,2,7,1,0,0,0,0:00,0,11,6,0,0,0,0:01,2,50,45,50,45,50,43
Mauricio Rua,Alexander Gustafsson,27,16,0,1,1,1:12,5,38,15,0,0,0,0:16,12,30,10,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,21,0,1,0,1:10,17,54,20,0,2,0,1:21,14,52,31,0,3,0,1:21,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,26,30
BJ Penn,Rory MacDonald,26,10,0,0,0,0:34,8,30,6,0,0,0,0:00,6,33,8,0,0,0,0:22,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,33,0,0,0,0:45,20,92,57,0,1,0,0:38,39,50,26,0,0,0,1:08,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,26,30,27,30
Raphael Assuncao,Mike Easton,50,20,0,0,0,0:44,8,59,23,0,0,0,0:10,10,47,14,0,0,0,1:30,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,56,10,0,0,0,0:00,4,55,12,0,0,0,0:01,2,44,8,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,30,27
Ramsey Nijem,Joe Proctor,38,14,1,1,0,2:53,11,44,17,0,2,0,1:38,10,35,18,0,2,0,3:22,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,8,0,0,2,0:56,7,32,8,0,0,2,0:59,5,17,5,0,0,0,0:32,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Dennis Siver,Nam Phan,140,63,0,0,0,0:01,38,89,36,0,1,0,2:37,29,44,29,0,1,0,4:25,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,15,0,0,0,0:00,10,45,8,0,0,0,0:00,6,9,1,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,24,30,25,30,26
Georges St-Pierre,Carlos Condit,32,16,0,1,0,3:13,11,31,16,0,1,0,1:56,13,19,9,0,2,0,3:15,7,18,9,0,2,0,4:16,6,32,21,0,1,0,2:17,15,20,2,0,0,0,0:00,1,47,9,0,0,0,0:00,5,28,16,1,0,0,0:52,15,9,3,0,0,0,0:12,2,44,6,0,0,0,0:00,4,49,46,50,45,50,45
Mark Bocek,Rafael Dos Anjos,24,10,0,0,0,1:58,1,15,4,0,0,0,0:15,0,20,5,0,0,1,1:29,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,21,0,0,0,0:08,14,40,14,0,3,0,3:23,11,49,19,0,1,0,0:38,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Sam Stout,John Makdessi,120,21,0,0,0,0:00,9,123,26,0,0,0,0:00,13,126,16,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,24,0,0,0,0:00,19,56,29,0,0,0,0:00,22,54,31,0,0,0,0:00,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,27,30
Matthew Riddle,John Maguire,52,14,0,0,0,0:21,7,50,10,0,1,0,1:41,6,61,21,0,0,0,1:10,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,12,0,0,0,0:03,8,36,12,0,0,1,0:14,11,38,13,0,0,1,0:11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Steven Siler,Darren Elkins,14,4,0,0,0,0:06,1,7,3,0,0,0,0:00,2,27,8,0,0,1,0:08,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,20,0,2,2,3:55,15,16,7,0,1,4,4:42,7,36,17,0,3,0,2:45,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Dong Hyun Kim,Paulo Thiago,2,2,0,1,1,4:45,1,8,4,0,1,1,3:56,1,30,16,0,1,0,3:31,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0:00,0,5,2,0,0,0,0:17,0,5,0,0,0,0,0:00,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,27,30,27
Takanori Gomi,Mac Danzig,50,15,0,1,0,0:40,5,62,23,0,0,0,0:23,17,28,16,1,0,0,3:18,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,46,23,0,1,0,0:18,14,52,28,0,1,1,1:07,24,24,13,0,0,0,0:08,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Takeya Mizugaki,Jeff Hougland,46,27,0,1,0,3:35,24,37,22,0,1,0,3:36,17,29,14,0,2,0,3:53,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,9,0,0,0,0:14,3,8,5,0,0,0,0:19,2,6,0,0,1,0,0:03,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,25,30,27,30,27
Alex Caceres,Motonobu Tezuka,20,10,0,0,0,1:11,4,41,23,0,0,0,0:00,14,63,31,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,0,1,0,1:59,0,19,8,0,1,0,1:27,3,50,10,0,0,0,0:18,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,28,29
Yasuhiro Urushitani,John Lineker,54,17,0,0,0,0:00,10,52,18,0,0,0,0:00,10,52,27,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,11,0,0,0,0:06,5,69,31,0,0,0,0:00,11,93,35,0,0,0,0:22,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
Riki Fukuda,Tom DeBlass,38,21,0,2,0,2:08,9,87,45,0,0,0,1:17,15,39,19,0,1,0,3:33,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,14,0,0,0,0:00,8,48,17,0,0,0,0:00,10,37,13,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,29,28
Jon Fitch,Erick Silva,22,13,0,4,1,2:44,5,24,11,0,0,1,1:27,7,85,58,0,2,0,4:37,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,8,0,0,0,0:27,3,18,11,0,2,1,2:23,9,0,0,0,0,1,0:07,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Gleison Tibau,Francisco Trinaldo,23,15,0,3,1,2:01,6,9,2,0,0,0,0:14,2,31,19,0,2,1,4:22,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,19,0,0,0,0:40,6,42,18,1,0,2,3:28,16,16,8,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Diego Brandao,Joey Gambino,33,15,0,1,0,1:12,8,25,10,1,1,0,2:33,7,19,8,0,1,0,1:48,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,12,0,0,0,0:24,6,25,8,0,0,1,0:06,3,48,19,0,0,0,0:07,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Luiz Cane,Chris Camozzi,32,15,0,1,1,1:12,12,46,11,0,0,0,0:00,7,55,29,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77,35,0,0,0,0:00,25,89,33,0,0,0,0:00,18,103,29,0,0,0,0:00,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Cristiano Marcello,Reza Madadi,67,13,0,0,0,0:00,5,79,27,0,0,0,0:00,22,95,32,0,0,0,0:00,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,13,0,1,0,0:58,10,65,35,0,1,0,0:52,35,51,29,0,1,0,0:21,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,28,29
Jake Ellenberger,Jay Hieron,24,5,0,0,0,0:04,5,32,14,0,1,0,0:58,11,25,6,0,1,0,0:03,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,11,0,0,0,0:00,7,37,12,0,0,0,0:00,8,54,9,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Marcus LeVesseur,Carlo Prater,22,15,0,1,0,2:47,0,30,22,0,2,0,2:27,6,25,16,0,0,0,3:14,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,16,0,0,0,1:09,0,30,13,0,0,1,0:52,0,26,13,0,0,2,0:11,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Bart Palaszewski,Diego Nunes,6,2,0,0,2,0:00,1,38,13,0,0,0,0:12,2,75,22,0,0,0,0:01,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,19,1,1,0,4:16,17,37,15,0,2,0,1:21,6,70,27,1,0,0,0:14,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,27,30
John Hathaway,John Maguire,59,17,0,0,0,0:01,6,27,13,0,1,0,4:08,6,49,11,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,8,0,0,0,0:10,6,1,0,0,0,0,0:00,0,20,5,0,1,0,1:33,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Andy Ogle,Akira Corassani,39,14,1,0,0,0:41,8,42,19,0,1,0,1:37,11,24,19,0,0,0,3:30,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,16,0,0,0,0:00,9,45,20,0,0,0,0:00,13,14,9,0,0,0,0:02,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,30,27,28,29
Benson Henderson,Frankie Edgar,28,11,0,0,1,0:07,4,19,7,0,0,0,0:00,2,39,13,0,0,0,0:00,5,43,17,0,0,0,0:00,9,38,16,0,0,0,0:00,13,28,7,0,1,0,0:25,3,28,10,1,0,1,1:48,6,35,15,0,0,0,0:00,2,43,15,0,1,1,0:46,8,48,19,0,0,0,0:01,10,48,47,48,47,46,49
Dustin Pague,Chico Camus,24,14,0,0,1,0:00,13,9,4,0,1,0,0:24,4,4,4,0,0,0,1:52,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,7,0,1,0,4:06,7,20,14,0,1,0,3:46,9,14,11,0,0,1,3:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Manvel Gamburyan,Michihiro Omigawa,37,19,0,0,0,0:00,11,25,13,0,2,0,3:04,8,54,20,0,4,0,1:38,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,14,1,0,0,0:00,8,16,8,0,0,0,0:00,6,38,19,0,0,0,1:03,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Urijah Faber,Renan Barao,27,7,0,0,0,0:00,3,32,12,0,0,0,0:08,7,46,19,0,0,0,0:00,14,32,8,0,0,0,0:00,6,41,14,0,0,0,0:00,8,42,12,0,0,0,0:00,9,65,22,0,0,0,0:00,13,67,16,0,0,0,0:00,9,66,21,0,0,0,0:00,12,50,14,0,0,0,0:00,12,46,49,46,49,45,50
Hector Lombard,Tim Boetsch,28,9,0,1,0,0:48,8,26,10,0,0,0,1:15,5,23,7,0,1,0,0:20,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,19,0,0,0,0:00,4,28,16,0,0,0,0:05,1,35,19,0,0,0,0:02,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Cheick Kongo,Shawn Jordan,19,10,0,0,0,1:01,2,18,14,0,0,0,2:05,6,19,14,0,0,0,2:57,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,5,0,0,0,2:19,0,16,4,0,0,0,2:14,1,16,6,0,0,0,1:26,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,28
Brian Ebersole,James Head,24,14,0,0,0,1:14,7,29,10,0,1,0,1:15,3,35,11,0,0,0,0:25,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,12,0,0,1,1:00,7,30,16,0,0,0,0:43,8,22,9,0,1,0,1:33,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,28,29
Court McGee,Nick Ring,76,23,0,0,0,0:00,11,96,32,0,0,0,0:00,18,123,53,0,0,0,0:09,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,51,27,0,0,0,0:00,11,51,25,0,0,0,0:00,18,35,16,0,0,0,0:26,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Mitch Clarke,Anton Kuivanen,4,1,0,2,1,2:53,1,13,2,0,1,0,1:07,2,7,3,0,0,0,0:26,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,7,0,0,0,1:34,6,12,3,0,1,0,2:19,3,28,19,0,2,1,3:34,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,29,28
Rafael Dos Anjos,Anthony Njokuani,41,24,0,2,0,1:23,10,23,13,0,3,0,3:11,2,21,14,0,1,0,2:11,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,12,0,0,0,0:00,6,25,10,0,0,0,0:00,3,26,10,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Chris Cariaso,Josh Ferguson,32,26,0,1,0,1:07,19,56,36,0,1,0,0:44,27,16,8,0,1,0,2:27,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,7,0,1,0,1:57,5,39,8,0,0,0,0:38,4,9,5,0,0,0,1:16,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
